"date","hs","swe_deltasnow","swe_hs2swe","swe_gu19","swe_pi16","swe_st10"
2025-05-04,2.53256944444444,967.035582682826,944.697514142594,1023.11373559028,975.039236111111,1077.12098628815
2025-05-05,2.67446527777778,983.610931777907,964.114644715201,1085.85750785833,1032.34359722222,1146.96270139074
2025-05-06,2.7165,993.30300755674,974.941319861036,1108.47135645,1051.2855,1169.02339724652
2025-05-07,2.79390972222222,1006.6930450657,989.121564868935,1145.80696348889,1084.03697222222,1208.40916907315
2025-05-08,2.75300694444444,1006.6930450657,989.121564868935,1134.73908247292,1070.91970138889,1190.21439700318
2025-05-09,2.77683333333333,1015.03910136379,995.856317434911,1150.358745,1082.965,1203.55935036138
2025-05-10,2.6891875,1015.03910136379,995.856317434911,1119.70694936875,1051.4723125,1162.59726606366
2025-05-11,2.64438888888889,1015.03910136379,995.856317434911,1106.6577104,1036.60044444444,1142.54094690882
2025-05-12,2.65235416666667,1018.70808373639,998.67554551709,1115.65257176875,1042.3751875,1148.06434496417
2025-05-13,2.59377777777778,1018.70808373639,998.67554551709,1096.59010631111,1021.94844444444,1121.32839571081
2025-05-14,2.56305555555556,1018.70808373639,998.67554551709,1089.15123541667,1012.40694444444,1108.09470607299
2025-05-15,2.58644444444444,1022.63550034144,1002.66823345276,1104.73042773333,1024.232,1121.01953169694
2025-05-16,2.6515,1030.60330570087,1012.16902251211,1138.34012395,1052.6455,1154.23633089281
2025-05-17,2.66106944444444,1033.75334514708,1016.75283512129,1148.33342621667,1059.10563888889,1160.53240942752
2025-05-18,2.63811111111111,1033.75334514708,1016.75283512129,1144.3010079,1052.60633333333,1150.96461283307
2025-05-19,2.60885416666667,1033.75334514708,1016.75283512129,1137.46041666667,1043.54166666667,1138.3218908329
2025-05-20,2.62933333333333,1037.99439898318,1020.75942153135,1152.3255792,1054.36266666667,1149.90102574468
2025-05-21,2.652125,1042.25732323077,1025.68205057725,1168.34274795,1066.15425,1162.63549352361
2025-05-22,2.84024305555556,1063.14370069199,1049.77869704383,1257.71444169097,1144.61795138889,1256.86627083834
2025-05-23,2.8401875,1070.07238520289,1056.83331095289,1264.2333486,1147.43575,1258.50823630996
2025-05-24,2.78381944444444,1070.07238520289,1056.83331095289,1245.59913177083,1127.446875,1232.25523923455
2025-05-25,2.77877777777778,1074.54218556914,1059.15750159316,1249.83088831111,1128.18377777778,1231.3961522703
2025-05-26,2.74284027777778,1074.54218556914,1059.15750159316,1240.11296912292,1116.33599305556,1215.25366171449
2025-05-27,2.73724305555556,1077.1977864234,1059.15750159316,1244.0572606,1116.79516666667,1214.09410513695
2025-05-28,2.77865277777778,1083.70531207522,1065.8376326025,1269.49337559861,1136.46898611111,1236.19614284386
2025-05-29,2.76640972222222,1083.70531207522,1065.8376326025,1270.528993125,1134.22798611111,1231.73221052194
2025-05-30,2.71006944444444,1083.70531207522,1065.8376326025,1251.18946822917,1113.83854166667,1205.42343236123
2025-05-31,2.6571875,1083.70531207522,1065.8376326025,1233.224102,1094.76125,1180.86751211555
2025-06-01,2.61992361111111,1083.70531207522,1065.8376326025,1222.32876666458,1082.02845138889,1164.03775810418
2025-06-02,2.59802777777778,1083.70531207522,1065.8376326025,1218.49892963333,1075.5835,1154.77578756909
2025-06-03,2.5795625,1083.70531207522,1065.8376326025,1216.21857640625,1070.5184375,1147.1931173097
2025-06-04,2.54018055555556,1083.70531207522,1065.8376326025,1203.97242613333,1056.71511111111,1129.31956233339
2025-06-05,2.52093055555556,1083.70531207522,1065.8376326025,1201.1611427375,1051.22804166667,1121.33531050619
2025-06-06,2.46140972222222,1083.70531207522,1060.10342283218,1179.00245761389,1028.86926388889,1093.60152233037
2025-06-07,2.40343055555556,1083.70531207522,1052.93942379133,1157.3231943875,1007.03740277778,1066.67698978024
2025-06-08,2.35370138888889,1083.70531207522,1046.27035975431,1139.37976833333,988.554583333333,1043.82157124816
2025-06-09,2.31106944444444,1083.70531207522,1040.39690155869,1124.67200754028,972.960236111111,1024.44644118722
2025-06-10,2.26348611111111,1083.70531207522,1032.82772776333,1107.35806698333,955.191138888889,1002.68641389877
2025-06-11,2.21245138888889,1083.70531207522,1023.65512226276,1088.13514317292,935.8669375,979.283421679153
2025-06-12,2.13775694444444,1083.70531207522,1005.40470604433,1056.98228237778,906.408944444444,944.507952129817
2025-06-13,2.07185416666667,1054.13485444699,987.724844683414,1029.84101171875,880.538020833333,914.062821395096
2025-06-14,2.01275694444444,1025.98752260613,970.906576928382,1005.785111475,857.434458333333,886.952875977416
2025-06-15,1.96520833333333,1003.63248333767,956.933397074006,987.248543520833,839.143958333333,865.411874599338
2025-06-16,1.92313888888889,983.996592877494,944.416953171955,971.2559104,823.103444444444,846.508432582431
2025-06-17,1.8559375,951.402836648144,921.421237138393,942.30716634375,796.1971875,815.68061297761
2025-06-18,1.79185416666667,920.286545025509,898.315567132999,914.616122291667,770.497291666667,786.412654291548
2025-06-19,1.71347222222222,881.693839286655,868.28975507876,879.267756791667,738.506527777778,750.484351242247
2025-06-20,1.62870833333333,839.663413109313,834.494552093881,840.2258728,703.602,711.697973569679
2025-06-21,1.56595833333333,808.842503547997,809.009548844565,812.161269995833,678.059958333333,683.33865030611
2025-06-22,1.49777083333333,775.088836016319,779.917596855415,780.939509825,650.032541666667,652.523640183222
2025-06-23,1.41741666666667,734.89671835173,744.501755888717,742.985011875,616.57625,616.172151665005
2025-06-24,1.32067361111111,686.036219079557,700.11761622995,695.967523044444,575.813694444444,572.431069761496
2025-06-25,1.24642361111111,648.694003204886,665.476452111019,660.34438528125,544.687118055556,539.200627771549
2025-06-26,1.15990972222222,604.812489287528,624.013500586526,617.789724358333,508.040458333333,500.511838910152
2025-06-27,1.07253472222222,560.311718985305,581.151542721252,574.301265670139,470.842743055556,461.614590630877
2025-06-28,0.982854166666667,514.432497092602,536.216660942026,529.090055,432.455833333333,421.869077789224
2025-06-29,0.905319444444444,474.745707058871,496.833949976144,489.953179820833,399.245875,387.748147333843
2025-06-30,0.799958333333333,420.28615991294,442.737235434175,435.243569883333,353.581583333333,341.419722475211
2025-07-01,0.696020833333333,366.367406558203,387.829399606724,NA,308.337229166667,NA
2025-07-02,0.705,366.367406558203,387.829399606724,NA,313.02,NA
