"date","hs","swe_deltasnow","swe_hs2swe","swe_pi16","swe_st10","swe_jo09"
2025-04-14,2.38370138888889,823.033668655274,812.122004869465,870.051006944444,973.413147270783,837.521383139258
2025-04-15,2.40442361111111,829.887691165168,819.529475567158,880.019041666667,984.72532169553,845.250621274133
2025-04-16,2.664625,862.30183325839,853.593649635073,977.917375,1108.52740799343,942.961825015625
2025-04-17,2.82615972222222,895.304983605632,882.632699999812,1040.02677777778,1187.48290349736,1004.23469287914
2025-04-18,2.79707638888889,910.714200285746,891.473784977522,1032.1211875,1175.41653430662,993.168231846932
2025-04-19,2.72827777777778,914.710324553836,891.473784977522,1009.46277777778,1144.34543559943,967.050344005756
2025-04-20,2.77728472222222,927.439010085507,902.644150727815,1030.37263194444,1169.66518010008,985.646015273687
2025-04-21,2.74684722222222,931.585447257609,906.415126517203,1021.82716666667,1156.91774151883,974.09141714133
2025-04-22,2.74824305555556,937.532832691053,912.234849780684,1025.09465972222,1159.42435997726,974.620959920278
2025-04-23,2.73433333333333,941.136534221444,916.300997402445,1022.64066666667,1154.57830258371,969.3457630294
2025-04-24,2.75465972222222,947.753683010864,923.678839444578,1032.99739583333,1166.16373412862,977.055585595237
2025-04-25,2.75954166666667,952.804447984613,929.809636857928,1037.58766666667,1170.33366431766,978.90844037635
2025-04-26,2.76124305555556,957.302620672625,935.360957940488,1040.98863194444,1172.96854253242,979.554269805678
2025-04-27,2.7304375,957.302620672625,935.360957940488,1032.105375,1159.93115101591,967.868931722656
2025-04-28,2.67883333333333,957.302620672625,935.360957940488,1015.27783333333,1136.9008392939,948.3324363127
2025-04-29,2.63286111111111,957.302620672625,935.360957940488,1000.48722222222,1116.6071269555,930.968495037039
2025-04-30,2.58935416666667,957.302620672625,935.360957940488,986.5439375,1097.51727043471,914.570747137519
2025-05-01,2.52286805555556,957.302620672625,935.360957940488,963.735597222222,1067.50237009377,1084.53111933995
2025-05-02,2.4695,957.302620672625,935.360957940488,945.8185,1043.79788920238,1058.82158525
2025-05-03,2.48148611111111,959.917230356468,938.138722929564,952.890666666667,1051.13070039078,1064.58534964436
2025-05-04,2.64741666666667,977.93664248956,958.918323584094,1019.25541666667,1132.20586718026,1144.99647308222
2025-05-05,2.68401388888889,986.507914828145,968.933915474462,1036.02936111111,1151.57604215318,1162.88738183326
2025-05-06,2.79243055555556,1002.42965667051,986.232447412532,1080.670625,1205.93329198414,1216.21813491214
2025-05-07,2.76094444444444,1005.95635156985,989.516917519556,1071.24644444444,1192.34567375165,1200.67903793772
2025-05-08,2.78122222222222,1012.94940063087,996.25980875656,1081.89544444444,1203.96549050591,1210.68178262123
2025-05-09,2.71459027777778,1012.94940063087,996.25980875656,1058.69020833333,1173.24230275197,1177.87809450394
2025-05-10,2.65919444444444,1012.94940063087,996.25980875656,1039.74502777778,1148.04684263135,1150.74798135682
2025-05-11,2.62834027777778,1012.94940063087,996.25980875656,1030.30938888889,1134.76873587249,1135.69308645469
2025-05-12,2.63758333333333,1015.92654922292,999.250918627937,1036.57025,1140.90037645693,1140.19890472322
2025-05-13,2.57013194444444,1015.92654922292,999.250918627937,1012.63198611111,1109.89958780559,1107.39985076135
2025-05-14,2.57395833333333,1015.92654922292,999.250918627937,1016.71354166667,1113.36419219669,1109.25537120292
2025-05-15,2.62092361111111,1021.88414605506,1006.73992838923,1037.88575,1137.73913694322,1132.08015569778
